strategy_id,instrument,session,tp,sl,mode,account_size,account_spec,contracts,daily_profit_cap_mode,total_payouts_dollars,avg_payout_per_week,avg_payout_per_month,payouts_count,resets,failed_combines,consistency_violations,winning_days,win_rate,max_drawdown_pct,avg_trade_pnl,trades_executed,final_equity,daily_limit_hits,profit_cap_blocks,avg_daily_profit
051,NQ,London,0.3,6.0,hold_day,50k,150k_consistency,1,True,348000.0,1032.6409495548962,4337.091988130564,29,54,25,0,947,56.20178041543027,3.8050406982445812,144.36837643069094,1685,154394.28571428574,431,456,144.36837643069094
051,NQ,London,0.7,10.0,hold_day,50k,50k_standard,1,False,752000.0,1974.7899159663864,8294.117647058823,188,194,6,493,1391,73.05672268907563,4.86097794822627,1415.4239195678272,1904,62075.0,668,0,1415.4239195678272
051,NQ,London,0.7,10.0,hold_day,50k,50k_standard,1,True,28000.0,140.8450704225352,591.5492957746478,7,53,46,0,481,48.39034205231388,5.793822545740705,-53.730238574302916,994,50500.0,668,910,-53.730238574302916
051,NQ,London,0.7,10.0,hold_day,50k,50k_consistency,1,False,1146000.0,3009.453781512605,12639.70588235294,191,197,6,1027,1391,73.05672268907563,4.86097794822627,1415.4239195678272,1904,51500.0,668,0,1415.4239195678272
051,NQ,London,0.7,10.0,hold_day,50k,50k_consistency,1,True,42000.0,211.26760563380282,887.3239436619718,7,53,46,0,481,48.39034205231388,5.793822545740705,-53.730238574302916,994,50500.0,668,910,-53.730238574302916
051,NQ,London,0.7,10.0,hold_day,50k,150k_standard,1,False,1370000.0,3212.9455909943717,13494.37148217636,137,147,10,311,1391,65.2439024390244,3.778834643631305,1104.6294559099435,2132,151500.0,440,0,1104.6294559099435
051,NQ,London,0.7,10.0,hold_day,50k,150k_standard,1,True,260000.0,777.0472205618648,3263.5983263598323,26,52,26,0,932,55.7083084279737,3.894600023632265,133.8105200239092,1673,157350.0,440,459,133.8105200239092
051,NQ,London,0.7,10.0,hold_day,50k,150k_consistency,1,False,1644000.0,3855.534709193246,16193.245778611634,137,147,10,513,1391,65.2439024390244,3.778834643631305,1104.6294559099435,2132,162075.0,440,0,1104.6294559099435
051,NQ,London,0.7,10.0,hold_day,50k,150k_consistency,1,True,312000.0,932.4566646742378,3916.317991631799,26,52,26,0,932,55.7083084279737,3.894600023632265,133.8105200239092,1673,157350.0,440,459,133.8105200239092
003,NQ,London,0.3,6.0,hold_day,50k,50k_standard,1,False,728000.0,1915.7894736842106,8046.315789473684,182,189,7,569,1366,71.89473684210526,4.505221555900153,1385.1695488721805,1900,51500.0,682,0,1385.1695488721805
003,NQ,London,0.3,6.0,hold_day,50k,50k_standard,1,True,16000.0,79.6812749003984,334.6613545816733,4,58,54,0,470,46.81274900398406,5.8216800555390265,-77.3136027319294,1004,51735.0,682,896,-77.3136027319294
003,NQ,London,0.3,6.0,hold_day,50k,50k_consistency,1,False,1104000.0,2905.2631578947367,12202.105263157893,184,191,7,1050,1366,71.89473684210526,4.505221555900153,1385.1695488721805,1900,63495.0,682,0,1385.1695488721805
003,NQ,London,0.3,6.0,hold_day,50k,50k_consistency,1,True,24000.0,119.5219123505976,501.9920318725099,4,58,54,0,470,46.81274900398406,5.8216800555390265,-77.3136027319294,1004,51735.0,682,896,-77.3136027319294
003,NQ,London,0.3,6.0,hold_day,50k,150k_standard,1,False,1300000.0,3030.3030303030305,12727.272727272728,130,139,9,297,1366,63.68298368298368,3.52,1058.7715617715617,2145,163495.0,437,0,1058.7715617715617
003,NQ,London,0.3,6.0,hold_day,50k,150k_standard,1,True,230000.0,676.4705882352941,2841.1764705882356,23,49,26,0,921,54.17647058823529,3.9408541817941773,105.80294117647063,1700,155598.57142857145,437,445,105.80294117647063
003,NQ,London,0.3,6.0,hold_day,50k,150k_consistency,1,False,1584000.0,3692.3076923076924,15507.692307692309,132,141,9,476,1366,63.68298368298368,3.49889003015142,1058.7715617715617,2145,159095.0,437,0,1058.7715617715617
003,NQ,London,0.3,6.0,hold_day,50k,150k_consistency,1,True,276000.0,811.7647058823529,3409.4117647058824,23,49,26,0,921,54.17647058823529,3.9408541817941773,105.80294117647063,1700,155598.57142857145,437,445,105.80294117647063
